,Project,Commit,File,Method,CommentType,#Parameters,NLOC,Complexity,NLOC_slope,Params_slope,Complexity_slope,pmd_warnings_numbers,checkstyle_warnings_numbers
4935,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorkerHandler.java,FederatedWorkerHandler::executeFrameEncode( FederatedRequest request),Not SATD,1.0,18.0,1.0,,,,0.0,32.0
4936,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorkerHandler.java,FederatedWorkerHandler::createFrameEncoder( FederatedRequest request),Not SATD,1.0,15.0,1.0,,,,0.0,27.0
4937,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationMap.java,"FederationMap::forEachParallel( BiFunction<FederatedRange,FederatedData,Void> forEachFunction)",SATD,1.0,7.0,2.0,,,,1.0,14.0
4938,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationMap.java,"FederationMap::mapParallel( long newVarID , BiFunction<FederatedRange,FederatedData,Void> mappingFunction)",SATD,2.0,10.0,2.0,,,,1.0,19.0
4939,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/encode/Encoder.java,"Encoder::subRangeEncoder( int colStart , int colEnd)",Not SATD,2.0,4.0,1.0,,,,0.0,6.0
4940,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/encode/Encoder.java,"Encoder::mergeAt( Encoder other , int col)",Not SATD,2.0,4.0,1.0,,,,0.0,6.0
4941,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/encode/Encoder.java,"Encoder::mergeColumnInfo( Encoder other , int col)",Not SATD,2.0,9.0,3.0,,,,2.0,15.0
4942,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderComposite.java,"EncoderComposite::mergeAt( Encoder other , int col)",SATD,2.0,27.0,8.0,,,,0.0,34.0
4943,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderFactory.java,"EncoderFactory::createEncoder( String spec , String [ ] colnames , ValueType [ ] schema , FrameBlock meta , int minCol , int maxCol)",Not SATD,6.0,73.0,16.0,,,,4.0,180.0
4944,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderPassThrough.java,"EncoderPassThrough::subRangeEncoder( int colStart , int colEnd)",Not SATD,2.0,12.0,6.0,,,,3.0,16.0
4945,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderRecode.java,"EncoderRecode::mergeAt( Encoder other , int col)",Not SATD,2.0,21.0,7.0,,,,1.0,39.0
4946,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/encode/EncoderRecode.java,"EncoderRecode::subRangeEncoder( int colStart , int colEnd)",Not SATD,2.0,19.0,6.0,,,,2.0,31.0
4947,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/meta/TfMetaUtils.java,"TfMetaUtils::parseJsonIDList( JSONObject spec , String [ ] colnames , String group)",SATD,3.0,5.0,1.0,,,,0.0,9.0
4948,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/transform/meta/TfMetaUtils.java,"TfMetaUtils::parseJsonIDList( JSONObject spec , String [ ] colnames , String group , int minCol , int maxCol)",SATD,5.0,41.0,13.0,,,,4.0,81.0
4949,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/instructions/fed/MultiReturnParameterizedBuiltinFEDInstruction.java,MultiReturnParameterizedBuiltinFEDInstruction::processInstruction( ExecutionContext ec),Not SATD,1.0,43.0,4.0,,,,2.0,76.0
4950,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/main/java/org/apache/sysds/runtime/instructions/fed/MultiReturnParameterizedBuiltinFEDInstruction.java,MultiReturnParameterizedBuiltinFEDInstruction::parseInstruction( String str),Not SATD,1.0,15.0,2.0,,,,1.0,33.0
4951,systemml,51d8b29f6c0891568da9ec8d489fd5de7565699d,src/test/java/org/apache/sysds/test/functions/transform/TransformFederatedEncodeDecodeTest.java,"TransformFederatedEncodeDecodeTest::runTransformEncodeDecodeTest( boolean sparse , Types . FileFormat format)",Not SATD,2.0,58.0,5.0,,,,8.0,128.0
4952,systemml,2c4bf8816a4b87d0a91dd02ff390bae87cef4b3e,src/main/java/org/apache/sysds/common/Types.java,Types::toString(),Not SATD,0.0,8.0,4.0,0.0,0.0,0.0,1.0,14.0
4953,systemml,2c4bf8816a4b87d0a91dd02ff390bae87cef4b3e,src/main/java/org/apache/sysds/hops/UnaryOp.java,UnaryOp::refreshSizeInformation(),SATD,0.0,37.0,25.0,,,,1.0,114.0
4954,systemml,2c4bf8816a4b87d0a91dd02ff390bae87cef4b3e,src/main/java/org/apache/sysds/runtime/instructions/spark/UnaryFrameSPInstruction.java,UnaryFrameSPInstruction::detectSchema( SparkExecutionContext sec),Not SATD,1.0,6.0,1.0,,,,0.0,14.0
4955,systemml,2c4bf8816a4b87d0a91dd02ff390bae87cef4b3e,src/main/java/org/apache/sysds/runtime/instructions/spark/UnaryFrameSPInstruction.java,UnaryFrameSPInstruction::columnNames( SparkExecutionContext sec),Not SATD,1.0,5.0,1.0,,,,0.0,11.0
4956,systemml,8a654f73642301a7439c5a1ae6470ad8c1720f33,src/main/java/org/apache/sysds/api/DMLScript.java,DMLScript::main( String [ ] args),Not SATD,1.0,33.0,5.0,,,,2.0,67.0
4957,systemml,98ea24d9f7d713bdcc1c0898ee79eaa493b096b3,src/main/java/org/apache/sysds/runtime/instructions/cp/BinaryFrameFrameCPInstruction.java,BinaryFrameFrameCPInstruction::processInstruction( ExecutionContext ec),Not SATD,1.0,15.0,2.0,,,,1.0,26.0
4958,systemml,98ea24d9f7d713bdcc1c0898ee79eaa493b096b3,src/main/java/org/apache/sysds/runtime/instructions/spark/BinaryFrameFrameSPInstruction.java,BinaryFrameFrameSPInstruction::processInstruction( ExecutionContext ec),Not SATD,1.0,21.0,3.0,,,,4.0,38.0
4959,systemml,98ea24d9f7d713bdcc1c0898ee79eaa493b096b3,src/test/java/org/apache/sysds/test/functions/binary/frame/FrameEqualTest.java,"FrameEqualTest::runComparisonTest( Types . ValueType [ ] schema1 , Types . ValueType [ ] schema2 , int rows , int cols , TestType type , ExecType et)",Not SATD,6.0,36.0,2.0,,,,4.0,78.0
4960,systemml,8afd129ca97e98cf7a9d10d3e624105c11c707a7,src/main/java/org/apache/sysds/runtime/lineage/LineageCache.java,LineageCache::probe( LineageItem key),SATD,1.0,6.0,4.0,0.0,0.0,-0.0545454545454546,1.0,12.0
4961,systemml,8afd129ca97e98cf7a9d10d3e624105c11c707a7,src/main/java/org/apache/sysds/runtime/lineage/LineageCacheConfig.java,LineageCacheConfig::setCachePolicy( LineageCachePolicy policy),SATD,1.0,14.0,4.0,0.0,0.0,0.0,1.0,25.0
4962,systemml,8afd129ca97e98cf7a9d10d3e624105c11c707a7,src/main/java/org/apache/sysds/runtime/lineage/LineageCacheEviction.java,"LineageCacheEviction::spillToLocalFS( Map<LineageItem,LineageCacheEntry> cache , LineageCacheEntry entry)",Not SATD,2.0,40.0,12.0,,,,5.0,80.0
4963,systemml,8afd129ca97e98cf7a9d10d3e624105c11c707a7,src/main/java/org/apache/sysds/runtime/lineage/LineageCacheEviction.java,"LineageCacheEviction::readFromLocalFS( Map<LineageItem,LineageCacheEntry> cache , LineageItem key)",Not SATD,2.0,28.0,6.0,,,,1.0,53.0
4964,systemml,8afd129ca97e98cf7a9d10d3e624105c11c707a7,src/main/java/org/apache/sysds/runtime/lineage/LineageCacheEviction.java,LineageCacheEviction::setStartTimestamp(),SATD,0.0,3.0,1.0,,,,0.0,3.0
4965,systemml,0fce525f85b1d9a7828b5c164eb17c1faf7b1934,src/test/java/org/apache/sysds/test/functions/mlcontext/MLContextPNMFTest.java,MLContextPNMFTest::runPNMFTestMLC( boolean sparse),Not SATD,1.0,23.0,2.0,,,,3.0,56.0
4966,systemml,0fce525f85b1d9a7828b5c164eb17c1faf7b1934,src/test/java/org/apache/sysds/test/functions/mlcontext/MLContextPNMFTest.java,MLContextPNMFTest::testPNMFSparse(),Not SATD,0.0,3.0,1.0,,,,0.0,3.0
4967,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/main/java/org/apache/sysds/parser/DataExpression.java,DataExpression::setPrivacy(),Not SATD,0.0,6.0,2.0,,,,0.0,12.0
4968,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/main/java/org/apache/sysds/runtime/instructions/cp/Data.java,"Data::Data( DataType dt , ValueType vt)",Not SATD,2.0,4.0,1.0,,,,0.0,6.0
4969,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/main/java/org/apache/sysds/runtime/privacy/PrivacyMonitor.java,PrivacyMonitor::handlePrivacyAllowAggregation( Data dataObject),Not SATD,1.0,22.0,5.0,,,,0.0,34.0
4970,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/main/java/org/apache/sysds/runtime/privacy/PrivacyMonitor.java,PrivacyMonitor::handlePrivacy( Data dataObject),Not SATD,1.0,21.0,5.0,,,,0.0,37.0
4971,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/main/java/org/apache/sysds/runtime/privacy/PrivacyPropagator.java,"PrivacyPropagator::propagateCastAsScalarVariablePrivacy( VariableCPInstruction inst , ExecutionContext ec)",Not SATD,2.0,4.0,1.0,,,,0.0,10.0
4972,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/main/java/org/apache/sysds/runtime/privacy/PrivacyPropagator.java,"PrivacyPropagator::setOutputPrivacyConstraint( ExecutionContext ec , PrivacyConstraint privacyConstraint , String outputName)",Not SATD,3.0,9.0,3.0,,,,0.0,21.0
4973,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/main/java/org/apache/sysds/runtime/privacy/PrivacyPropagator.java,PrivacyPropagator::getOutputVariableName( Instruction inst),Not SATD,1.0,14.0,6.0,,,,5.0,32.0
4974,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/main/java/org/apache/sysds/runtime/privacy/PrivacyPropagator.java,"PrivacyPropagator::getInputPrivacyConstraint( ExecutionContext ec , CPOperand input)",Not SATD,2.0,8.0,4.0,,,,1.0,17.0
4975,systemml,05c7dbc49ce91dfda5c84a7b1c5ba2418054f330,src/test/java/org/apache/sysds/test/functions/builtin/BuiltinGMMTest.java,BuiltinGMMTest::setUp(),Not SATD,0.0,3.0,1.0,,,,0.0,4.0
4976,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/controlprogram/ForProgramBlock.java,ForProgramBlock::execute( ExecutionContext ec),Not SATD,1.0,44.0,15.0,,,,8.0,86.0
4977,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/controlprogram/WhileProgramBlock.java,WhileProgramBlock::execute( ExecutionContext ec),Not SATD,1.0,32.0,10.0,,,,5.0,51.0
4978,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/lineage/Lineage.java,"Lineage::initializeDedupBlock( ProgramBlock pb , ExecutionContext ec)",SATD,2.0,9.0,5.0,,,,1.0,25.0
4979,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/lineage/LineageDedupBlock.java,"LineageDedupBlock::setNumPathsInPBs( ArrayList<ProgramBlock> pbs , ExecutionContext ec)",Not SATD,2.0,6.0,3.0,,,,4.0,13.0
4980,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/lineage/LineageDedupUtils.java,"LineageDedupUtils::initializeDedupBlock( ProgramBlock fpb , ExecutionContext ec)",Not SATD,2.0,9.0,1.0,,,,0.0,14.0
4981,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/lineage/LineageDedupUtils.java,"LineageDedupUtils::setDedupMap( LineageDedupBlock ldb , long takenPath)",Not SATD,2.0,4.0,2.0,,,,1.0,8.0
4982,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/lineage/LineageDedupUtils.java,"LineageDedupUtils::setNewDedupPatch( LineageDedupBlock ldb , ProgramBlock fpb , ExecutionContext ec)",Not SATD,3.0,11.0,3.0,,,,2.0,25.0
4983,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/lineage/LineageDedupUtils.java,"LineageDedupUtils::isValidDedupBlock( ProgramBlock pb , boolean inLoop)",Not SATD,2.0,28.0,12.0,,,,7.0,53.0
4984,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/lineage/LineageDedupUtils.java,LineageDedupUtils::replaceLineage( ExecutionContext ec),Not SATD,1.0,3.0,1.0,,,,0.0,5.0
4985,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/main/java/org/apache/sysds/runtime/lineage/LineageMap.java,"LineageMap::processWriteLI( CPOperand input1 , CPOperand input2 , ExecutionContext ec)",SATD,3.0,9.0,2.0,,,,1.0,20.0
4986,systemml,1101533fd1b2be4e475a18052dbb4bc930bb05d9,src/test/java/org/apache/sysds/test/functions/lineage/LineageTraceDedupTest.java,LineageTraceDedupTest::testLineageTrace( String testname),Not SATD,1.0,46.0,1.0,,,,7.0,89.0
4987,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/common/Types.java,Types::toString(),Not SATD,0.0,8.0,4.0,0.0,0.0,0.0,1.0,13.0
4988,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/caching/CacheableData.java,CacheableData::setFedMapping( FederationMap fedMapping),Not SATD,1.0,3.0,1.0,,,,0.0,4.0
4989,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/context/SparkExecutionContext.java,SparkExecutionContext::SparkClusterConfig::getDefaultParallelism( boolean refresh),Not SATD,1.0,7.0,6.0,,,,2.0,22.0
4990,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/context/SparkExecutionContext.java,"SparkExecutionContext::getDataMemoryBudget( boolean min , boolean refresh)",Not SATD,2.0,4.0,1.0,,,,0.0,6.0
4992,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedRange.java,"FederatedRange::shift( long rshift , long cshift)",Not SATD,2.0,7.0,1.0,,,,0.0,11.0
4993,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedRequest.java,FederatedRequest::FederatedRequest( RequestType method),Not SATD,1.0,3.0,1.0,,,,0.0,6.0
4994,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorker.java,FederatedWorker::FederatedWorker( int port),Not SATD,1.0,7.0,2.0,,,,0.0,12.0
4995,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorkerHandler.java,FederatedWorkerHandler::executeCommand( FederatedRequest request),Not SATD,1.0,26.0,7.0,,,,0.0,39.0
4996,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorkerHandler.java,FederatedWorkerHandler::getVariable( FederatedRequest request),Not SATD,1.0,8.0,2.0,,,,0.0,16.0
4997,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorkerHandler.java,FederatedWorkerHandler::putVariable( FederatedRequest request),Not SATD,1.0,15.0,4.0,,,,2.0,32.0
4998,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorkerHandler.java,"FederatedWorkerHandler::readData( String filename , Types . DataType dataType , long id)",SATD,3.0,45.0,6.0,,,,1.0,72.0
4999,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorkerHandler.java,"FederatedWorkerHandler::channelRead( ChannelHandlerContext ctx , Object msg)",Not SATD,2.0,19.0,5.0,0.436363636363636,0.0,0.109090909090909,4.0,44.0
5000,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederatedWorkerHandler.java,FederatedWorkerHandler::execInstruction( FederatedRequest request),Not SATD,1.0,13.0,2.0,,,,0.0,20.0
5001,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/instructions/fed/AggregateBinaryFEDInstruction.java,AggregateBinaryFEDInstruction::processInstruction( ExecutionContext ec),SATD,1.0,28.0,3.0,,,,0.0,65.0
5002,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/instructions/fed/AggregateUnaryFEDInstruction.java,AggregateUnaryFEDInstruction::processInstruction( ExecutionContext ec),Not SATD,1.0,13.0,2.0,,,,2.0,26.0
5003,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/instructions/fed/AppendFEDInstruction.java,"AppendFEDInstruction::AppendFEDInstruction( Operator op , CPOperand in1 , CPOperand in2 , CPOperand out , boolean cbind , String opcode , String istr)",Not SATD,7.0,5.0,1.0,,,,0.0,12.0
5004,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/instructions/fed/AppendFEDInstruction.java,AppendFEDInstruction::processInstruction( ExecutionContext ec),Not SATD,1.0,39.0,10.0,,,,0.0,80.0
5005,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/instructions/fed/BinaryMatrixScalarFEDInstruction.java,BinaryMatrixScalarFEDInstruction::processInstruction( ExecutionContext ec),Not SATD,1.0,17.0,8.0,,,,1.0,46.0
5006,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationMap.java,"FederationMap::execute( FederatedRequest [ ] frSlices , FederatedRequest ... fr)",Not SATD,2.0,7.0,2.0,,,,1.0,13.0
5007,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationMap.java,FederationMap::broadcast( CacheableData <?> data),Not SATD,1.0,5.0,1.0,,,,0.0,10.0
5008,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationMap.java,FederationMap::copyWithNewID( long id),SATD,1.0,6.0,2.0,,,,1.0,15.0
5009,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationMap.java,"FederationMap::broadcastSliced( CacheableData <?> data , boolean transposed)",Not SATD,2.0,14.0,6.0,,,,0.0,47.0
5010,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationMap.java,FederationMap::broadcast( ScalarObject scalar),Not SATD,1.0,4.0,1.0,,,,0.0,8.0
5011,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationUtils.java,"FederationUtils::aggScalar( AggregateUnaryOperator aop , Future<FederatedResponse> [ ] ffr)",Not SATD,2.0,15.0,4.0,,,,1.0,32.0
5012,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationUtils.java,"FederationUtils::callInstruction( String inst , CPOperand varOldOut , CPOperand [ ] varOldIn , long [ ] varNewIn)",SATD,4.0,10.0,3.0,,,,2.0,38.0
5013,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationUtils.java,FederationUtils::rbind( Future<FederatedResponse> [ ] ffr),SATD,1.0,11.0,2.0,,,,0.0,15.0
5014,systemml,a4f992ed86d92cff95b160dab0c852b5434bed25,src/main/java/org/apache/sysds/runtime/controlprogram/federated/FederationUtils.java,"FederationUtils::aggMatrix( AggregateUnaryOperator aop , Future<FederatedResponse> [ ] ffr)",Not SATD,2.0,7.0,3.0,,,,0.0,16.0
5015,systemml,f66da4272afa28c3dafc25575c46510508d8de9c,src/test/java/org/apache/sysds/test/functions/mlcontext/MLContextPageRankTest.java,MLContextPageRankTest::runPageRankTestMLC( boolean sparse),Not SATD,1.0,22.0,2.0,,,,1.0,50.0
5016,systemml,f66da4272afa28c3dafc25575c46510508d8de9c,src/test/java/org/apache/sysds/test/functions/mlcontext/MLContextPageRankTest.java,MLContextPageRankTest::testPageRankSparse(),Not SATD,0.0,3.0,1.0,,,,0.0,2.0
5017,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/api/DMLScript.java,"DMLScript::executeScript( Configuration conf , String [ ] args)",Not SATD,2.0,66.0,7.0,,,,2.0,127.0
5018,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/parser/DataExpression.java,"DataExpression::validateExpression( HashMap<String,DataIdentifier> ids , HashMap<String,ConstIdentifier> currConstVars , boolean conditional)",Not SATD,3.0,823.0,275.0,,,,41.0,1786.0
5019,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/cp/AggregateUnaryCPInstruction.java,AggregateUnaryCPInstruction::isMeta(),Not SATD,0.0,3.0,1.0,,,,0.0,4.0
5020,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/CSVReblockSPInstruction.java,CSVReblockSPInstruction::parseInstruction( String str),Not SATD,1.0,19.0,3.0,,,,2.0,48.0
5021,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/MapmmSPInstruction.java,"MapmmSPInstruction::RDDFlatMapMMFunction::call( Tuple2<MatrixIndexes,MatrixBlock> arg0)",Not SATD,1.0,18.0,2.0,,,,0.0,38.0
5022,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/utils/FrameRDDConverterUtils.java,"FrameRDDConverterUtils::csvToBinaryBlock( JavaSparkContext sc , JavaRDD<String> input , DataCharacteristics mcOut , ValueType [ ] schema , boolean hasHeader , String delim , boolean fill , double fillValue , Set<String> naStrings)",Not SATD,9.0,8.0,1.0,,,,0.0,22.0
5023,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/utils/FrameRDDConverterUtils.java,"FrameRDDConverterUtils::csvToBinaryBlock( JavaSparkContext sc , JavaPairRDD<LongWritable,Text> input , DataCharacteristics mc , ValueType [ ] schema , boolean hasHeader , String delim , boolean fill , double fillValue , Set<String> naStrings)",Not SATD,9.0,23.0,8.0,,,,3.0,67.0
5024,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/utils/FrameRDDConverterUtils.java,"FrameRDDConverterUtils::CSVToBinaryBlockFunction::CSVToBinaryBlockFunction( DataCharacteristics mc , ValueType [ ] schema , boolean hasHeader , String delim , Set<String> naStrings)",Not SATD,5.0,8.0,1.0,,,,0.0,18.0
5025,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/utils/RDDConverterUtils.java,"RDDConverterUtils::CSVToBinaryBlockFunction::CSVToBinaryBlockFunction( DataCharacteristics mc , boolean sparse , boolean hasHeader , String delim , boolean fill , double fillValue , Set<String> naStrings)",Not SATD,7.0,13.0,4.0,,,,3.0,27.0
5026,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/utils/RDDConverterUtils.java,"RDDConverterUtils::csvToBinaryBlock( JavaSparkContext sc , JavaPairRDD<LongWritable,Text> input , DataCharacteristics mc , boolean hasHeader , String delim , boolean fill , double fillValue , Set<String> naStrings)",Not SATD,8.0,21.0,3.0,,,,0.0,54.0
5027,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/utils/RDDConverterUtils.java,"RDDConverterUtils::textCellToBinaryBlock( JavaSparkContext sc , JavaPairRDD<LongWritable,Text> input , DataCharacteristics mcOut , boolean outputEmptyBlocks , FileFormatPropertiesMM mmProps)",Not SATD,5.0,12.0,3.0,,,,1.0,25.0
5028,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/instructions/spark/utils/RDDConverterUtils.java,"RDDConverterUtils::csvToBinaryBlock( JavaSparkContext sc , JavaRDD<String> input , DataCharacteristics mcOut , boolean hasHeader , String delim , boolean fill , double fillValue , Set<String> naStrings)",Not SATD,8.0,8.0,1.0,,,,0.0,20.0
5029,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/io/IOUtilFunctions.java,"IOUtilFunctions::splitCSV( String str , String delim , String [ ] tokens , Set<String> naStrings)",Not SATD,4.0,34.0,14.0,,,,7.0,100.0
5030,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/io/ReaderTextCSV.java,"ReaderTextCSV::readCSVMatrixFromInputStream( InputStream is , String srcInfo , MatrixBlock dest , MutableInt rowPos , long rlen , long clen , int blen , boolean hasHeader , String delim , boolean fill , double fillValue , boolean first , HashSet<String> naStrings)",Not SATD,13.0,79.0,12.0,,,,7.0,174.0
5031,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/io/ReaderTextCSV.java,"ReaderTextCSV::readCSVMatrixFromHDFS( Path path , JobConf job , FileSystem fs , MatrixBlock dest , long rlen , long clen , int blen , boolean hasHeader , String delim , boolean fill , double fillValue , HashSet<String> naStrings)",Not SATD,12.0,25.0,5.0,,,,4.0,64.0
5032,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/io/ReaderTextCSVParallel.java,"ReaderTextCSVParallel::CSVReadTask::CSVReadTask( InputSplit split , SplitOffsetInfos offsets , TextInputFormat informat , JobConf job , MatrixBlock dest , long rlen , long clen , boolean hasHeader , String delim , boolean fill , double fillValue , int splitCount , HashSet<String> naStrings)",Not SATD,13.0,22.0,1.0,,,,2.0,41.0
5033,systemml,7dc58959557f975e09411341d822990fe7ceab9a,src/main/java/org/apache/sysds/runtime/io/ReaderTextCSVParallel.java,"ReaderTextCSVParallel::readCSVMatrixFromHDFS( InputSplit [ ] splits , Path path , JobConf job , MatrixBlock dest , long rlen , long clen , int blen , boolean hasHeader , String delim , boolean fill , double fillValue , HashSet<String> naStrings)",Not SATD,12.0,33.0,5.0,,,,2.0,60.0
