,Project,Commit,File,Method,CommentType,#Parameters_x,NLOC_x,Complexity_x,NLOC_slope,Params_slope,Complexity_slope,pmd_warnings_numbers,checkstyle_warnings_numbers
1455,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,CommandProcessor::Option::getName(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
1456,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,CommandProcessor::setFrom( String [ ] args),Not SATD,1.0,3.0,2.0,,,,0.0,2.0
1457,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,CommandProcessor::lastIndex( String [ ] args),Not SATD,1.0,16.0,5.0,,,,1.0,3.0
1458,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,CommandProcessor::Option::requiresInput(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
1459,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,CommandProcessor::getValue( String alias),Not SATD,1.0,4.0,1.0,,,,0.0,2.0
1461,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,CommandProcessor::getAllowsUnregisteredOption(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1462,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,CommandProcessor::findCommand( String option),Not SATD,1.0,19.0,7.0,,,,3.0,6.0
1463,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,CommandProcessor::Option::match( String name),Not SATD,1.0,7.0,3.0,,,,1.0,4.0
1464,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/CommandProcessor.java,"CommandProcessor::register( boolean requiresValue , String ... aliases)",Not SATD,2.0,5.0,1.0,,,,0.0,3.0
1465,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::isShowLineNumber(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1466,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::setAddLineBreak( boolean addLineBreak),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
1467,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::setShowLineNumber( boolean showLineNumber),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
1468,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::getExtension(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1469,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::setExtension( String extension),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
1470,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::setStylesheet( String stylesheet),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
1471,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::isAnchorLineNumber(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1472,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::isAddLineBreak(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1473,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::setAddExplicitSpace( boolean addExplicitSpace),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
1474,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::setLineNumberFormat( String lineNumberFormat),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
1475,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::getStylesheet(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1476,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::getLineNumberFormat(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1477,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::setAnchorLineNumber( boolean anchorLineNumber),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
1478,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/ant/Java2HTMLConverterTask.java,Java2HTMLConverterTask::isAddExplicitSpace(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1497,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/ParseTokenListener.java,"ParseTokenListener::ParseTokenListener( TokenRenderer renderer , PrintStream stream)",Not SATD,2.0,4.0,1.0,,,,0.0,2.0
1499,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/ParseTokenListener.java,ParseTokenListener::consumeToken( Token token),Not SATD,1.0,5.0,2.0,,,,1.0,3.0
1500,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/ParseTokenListener.java,ParseTokenListener::ParseTokenListener( TokenRenderer renderer),Not SATD,1.0,3.0,1.0,,,,0.0,1.0
1501,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/ParseTokenListener.java,ParseTokenListener::ParseTokenListener(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
1507,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/converter/SourceRenderer.java,"SourceRenderer::getInputStream( File srcDir , String path)",Not SATD,2.0,13.0,3.0,,,,2.0,8.0
1629,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred216_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1635,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred236_Java_fragment(),Not SATD,0.0,9.0,3.0,,,,3.0,28.0
1636,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred182_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1638,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred188_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1639,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred113_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1640,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred234_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1648,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred212_Java_fragment(),Not SATD,0.0,9.0,3.0,,,,3.0,29.0
1654,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred236_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1656,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred5_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1669,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred229_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1670,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred211_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1674,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred128_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1676,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred186_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1679,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred217_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1682,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred242_Java_fragment(),Not SATD,0.0,9.0,3.0,,,,3.0,28.0
1691,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred200_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1694,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred233_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1699,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred181_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1702,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred212_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1705,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred199_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1709,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred211_Java_fragment(),Not SATD,0.0,9.0,3.0,,,,3.0,29.0
1719,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred198_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1729,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred215_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1730,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred163_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1737,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred162_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1742,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred242_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1763,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred215_Java_fragment(),Not SATD,0.0,9.0,3.0,,,,3.0,29.0
1769,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred237_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1773,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred262_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1775,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred217_Java_fragment(),Not SATD,0.0,9.0,3.0,,,,3.0,29.0
1777,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred152_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1789,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred180_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1790,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred117_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1799,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred249_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1803,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred151_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1805,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred243_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1816,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/parser/JavaParser.java,JavaParser::synpred178_Java(),Not SATD,0.0,16.0,2.0,,,,1.0,11.0
1820,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/util/TextProcessingUtility.java,TextProcessingUtility::replaceHTMLSpecialCharacters( String txt),SATD,1.0,30.0,11.0,,,,3.0,30.0
1821,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/util/URIUtils.java,"URIUtils::resolve( final URI baseURI , URI reference)",Not SATD,2.0,19.0,5.0,,,,0.0,6.0
1822,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/util/URIUtils.java,"URIUtils::getRelativePath( String targetPath , String basePath , String pathSeparator)",SATD,3.0,31.0,9.0,,,,1.0,19.0
1823,openjpa,e0db67ee48a322a4dea61d38d83f5c404f9af3cb,openjpa-examples/openbooks/src/main/java/openbook/tools/util/URIUtils.java,URIUtils::removeDotSegments( URI uri),Not SATD,1.0,28.0,10.0,,,,3.0,11.0
1824,openjpa,2f3fe527a14cbbb9054c8d54ee6bd7a8612afe0a,openjpa-examples/openbooks/src/main/java/openbook/util/JSPUtility.java,JSPUtility::toDouble( String v),Not SATD,1.0,7.0,2.0,,,,0.0,9.0
1825,openjpa,2f3fe527a14cbbb9054c8d54ee6bd7a8612afe0a,openjpa-examples/openbooks/src/main/java/openbook/util/JSPUtility.java,JSPUtility::format( Number price),Not SATD,1.0,3.0,1.0,,,,1.0,4.0
1829,openjpa,3887eb414e6118c294661aa326886a14444435d1,openjpa-examples/openbooks/src/main/java/jpa/tools/swing/EntityDataModel.java,EntityDataModel<T>::getAttribute( int columnIndex),Not SATD,1.0,3.0,1.0,,,,0.0,4.0
1974,openjpa,b85c4e30fa0b03bc6c717e0370917662d9d64b5d,openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/MarketSummaryDataBean.java,"MarketSummaryDataBean::MarketSummaryDataBean( BigDecimal TSIA , BigDecimal openTSIA , double volume , Collection topGainers , Collection topLosers)",Not SATD,5.0,15.0,1.0,,,,2.0,35.0
1988,openjpa,b85c4e30fa0b03bc6c717e0370917662d9d64b5d,openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/TestDaytrader.java,TestDaytrader::createQuotes( int num),Not SATD,1.0,18.0,4.0,,,,3.0,4.0
2028,openjpa,b85c4e30fa0b03bc6c717e0370917662d9d64b5d,openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/TradeJPADirect.java,"TradeJPADirect::quotePriceComparator::compare( Object quote1 , Object quote2)",Not SATD,2.0,5.0,1.0,,,,1.0,7.0
2060,openjpa,a7d613f3bfcbc8ac81ecebbb2eb4ef826fb50045,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/Members.java,"Members::ListAttributeImpl<X,E>::getCollectionType()",Not SATD,0.0,3.0,1.0,,,,0.0,2.0
2063,openjpa,73d4992a2f9898a84a252d258e0ef176b939964b,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManagerLite.java,"DetachManagerLite::nullField( int fieldIndex , PersistenceCapable pc , StateManagerImpl sm)",Not SATD,3.0,5.0,1.0,,,,0.0,9.0
2091,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/ColumnDefIdentifierRule.java,ColumnDefIdentifierRule::ColumnDefIdentifierRule(),Not SATD,0.0,5.0,1.0,,,,0.0,2.0
2108,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifier.java,"DBIdentifier::newIdentifier( String name , DBIdentifierType id)",Not SATD,2.0,3.0,1.0,,,,0.0,6.0
2116,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifier.java,DBIdentifier::newDefault( String name),Not SATD,1.0,3.0,1.0,,,,0.0,3.0
2122,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifier.java,DBIdentifier::compareTo( Identifier o),Not SATD,1.0,12.0,8.0,,,,0.0,0.0
2139,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifier.java,DBIdentifier::newColumnDefinition( String name),Not SATD,1.0,3.0,1.0,,,,0.0,3.0
2141,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifier.java,"DBIdentifier::toUpper( DBIdentifier name , boolean force)",Not SATD,2.0,13.0,5.0,,,,0.0,0.0
2157,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifierRule.java,"DBIdentifierRule::DBIdentifierRule( DBIdentifierType id , Set<String> reservedWords)",SATD,2.0,5.0,1.0,,,,0.0,3.0
2158,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifierRule.java,DBIdentifierRule::DBIdentifierRule(),Not SATD,0.0,7.0,1.0,,,,0.0,4.0
2173,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/Normalizer.java,Normalizer::normalizeMulti( String name),Not SATD,1.0,7.0,2.0,,,,0.0,3.0
2184,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/Normalizer.java,Normalizer::joinNames( String [ ] names),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
2210,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/QualifiedDBIdentifier.java,QualifiedDBIdentifier::splitPath( DBIdentifier sName),Not SATD,1.0,20.0,7.0,,,,1.0,9.0
2224,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/Car.java,Car::getId(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
2225,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/Car.java,Car::getModelYear(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
2226,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/Car.java,Car::setModel( String model),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
2227,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/Car.java,Car::setModelYear( String modelYear),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
2228,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/Car.java,Car::getModel(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
2229,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/Car.java,Car::getColor(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
2230,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/Car.java,Car::setId( int id),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
2231,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/Car.java,Car::setColor( String color),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
2239,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityA.java,EntityA::setId( int id),Not SATD,1.0,3.0,1.0,,,,,
2240,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityA.java,"EntityA::setDelimMap( Map<String,String> delimMap)",Not SATD,1.0,3.0,1.0,,,,,
2241,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityA.java,EntityA::setName( String name),Not SATD,1.0,3.0,1.0,,,,,
2242,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityA.java,EntityA::setSecName( String secName),Not SATD,1.0,3.0,1.0,,,,,
2243,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityA.java,EntityA::getSecName(),Not SATD,0.0,3.0,1.0,,,,,
2244,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityA.java,EntityA::getName(),Not SATD,0.0,3.0,1.0,,,,,
2245,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityA.java,EntityA::getDelimMap(),Not SATD,0.0,3.0,1.0,,,,,
2246,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityA.java,EntityA::getId(),Not SATD,0.0,3.0,1.0,,,,,
2247,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityB.java,EntityB::setId( int id),Not SATD,1.0,3.0,1.0,,,,0.0,3.0
2248,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityB.java,EntityB::setName( String name),Not SATD,1.0,3.0,1.0,,,,0.0,3.0
2249,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityB.java,EntityB::getName(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
2250,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityB.java,EntityB::getId(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
2251,openjpa,fadd48fe5b68577a3a75d86fb7e51746d6662c3b,openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/delimited/identifiers/xml/EntityH.java,EntityH::setId( int id),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
